gene_id,tot_exon_len,HOG,scaf_name,scaf_len,M_F_mode,chr_soft,chr_hard,Tpa_SF_HD_Md_Re1,Tpa_SF_HD_Md_Re2,Tpa_SF_HD_Md_Re3,Tpa_SF_LG_Md_Re1,Tpa_SF_LG_Md_Re2,Tpa_SF_LG_Md_Re3,Tpa_SF_RT_Md_Re1,Tpa_SF_RT_Md_Re2,Tpa_SF_RT_Md_Re3,Tpa_SF_WB_Md_Re1,Tpa_SF_WB_Md_Re2,Tpa_SF_WB_Md_Re3,Tpa_SM_HD_Md_Re1,Tpa_SM_HD_Md_Re2,Tpa_SM_HD_Md_Re3,Tpa_SM_LG_Md_Re1,Tpa_SM_LG_Md_Re2,Tpa_SM_LG_Md_Re3,Tpa_SM_RT_Md_Re1,Tpa_SM_RT_Md_Re2,Tpa_SM_RT_Md_Re3,Tpa_SM_WB_Md_Re1,Tpa_SM_WB_Md_Re2,Tpa_SM_WB_Md_Re3,lg_pos,gene_rel_midpoint,multi_lg,all_lg
TPA_06004,735,HOG_1387,5_Tpa_b3v08_scaf008782,17329,0.130907680579078,A,A,447,518,478,792,909,794,1917,1917,1913,856,1455,1396,497,660,723,614,743,639,1334,1240,1173,890,1059,995,NA,NA,NA,NA
TPA_06005,273,NA,5_Tpa_b3v08_scaf011363,13657,-0.00321502150050772,A,A,0,2,1,1,2,1,7,0,10,2,2,4,1,4,0,0,1,0,7,10,17,4,6,5,NA,NA,NA,NA
TPA_06006,237,NA,5_Tpa_b3v08_scaf011363,13657,-0.00321502150050772,A,A,0,0,1,0,1,0,4,2,4,0,4,4,2,2,1,0,2,1,6,11,24,2,8,2,NA,NA,NA,NA
TPA_06007,937,NA,5_Tpa_b3v08_scaf008429,17857,0.0856864493254592,A,A,4,2,0,0,1,1,3,0,8,7,5,10,0,4,1,0,0,0,7,11,12,11,17,8,NA,NA,NA,NA
TPA_06008,1124,NA,5_Tpa_b3v08_scaf032358,4968,-0.168995576986313,A,A,93,70,48,37,14,17,419,36,101,227,470,495,13,136,123,5,38,45,13,265,333,258,697,366,NA,NA,NA,NA
TPA_06009,333,NA,5_Tpa_b3v08_scaf003953,29855,-0.106673827762172,A,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,6,17,0,0,2,NA,NA,NA,NA
TPA_06010,246,NA,5_Tpa_b3v08_scaf003953,29855,-0.106673827762172,A,A,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,14,24,20,1,0,4,NA,NA,NA,NA
TPA_06011,1629,NA,5_Tpa_b3v08_scaf006664,21364,0.18699631861839,A,A,10,7,4,9,10,11,10,6,8,20,28,47,12,9,7,5,3,17,39,55,102,13,25,42,NA,NA,NA,NA
TPA_06012,1303,HOG_18453,5_Tpa_b3v08_scaf022974,6621,0.0703619940649926,A,A,2,5,3,3,2,0,39,24,41,22,19,24,2,12,2,1,5,1,20,51,45,7,35,18,NA,NA,NA,NA
TPA_06013,951,NA,5_Tpa_b3v08_scaf008178,18306,-0.90185664516321,X,X,15,11,12,16,36,14,79,29,24,60,72,72,16,20,15,5,16,10,18,22,60,17,104,46,NA,NA,NA,NA
TPA_06014,558,NA,5_Tpa_b3v08_scaf012314,12563,-0.127585215138422,A,A,1,6,0,4,2,2,47,31,112,18,95,142,2,2,1,0,4,1,130,9,0,22,226,87,NA,NA,NA,NA
TPA_06015,460,NA,5_Tpa_b3v08_scaf012314,12563,-0.127585215138422,A,A,8,13,5,24,18,11,23,25,47,4,51,89,6,21,6,5,17,7,70,32,11,12,92,38,NA,NA,NA,NA
TPA_06016,1210,NA,5_Tpa_b3v08_scaf001309,50118,-0.850628364572647,X,X,293,376,371,505,388,498,1762,1445,1640,489,550,762,449,668,676,415,474,471,262,263,273,572,696,711,lg4,47792214,NO,lg4
TPA_06017,312,NA,5_Tpa_b3v08_scaf001623,45705,0.228125324894236,A,A,30,21,21,12,11,10,1,0,1,3,4,14,23,33,42,9,13,19,25,40,20,13,15,12,NA,NA,NA,NA
TPA_06018,504,NA,5_Tpa_b3v08_scaf001623,45705,0.228125324894236,A,A,41,60,47,23,32,21,1,0,3,5,7,15,60,74,85,24,35,45,78,104,59,28,36,30,NA,NA,NA,NA
TPA_06019,814,HOG_21983,5_Tpa_b3v08_scaf023432,6507,-0.169778229919078,A,A,5,3,3,0,2,3,10,8,25,13,27,33,4,4,0,5,0,1,29,21,41,5,12,16,NA,NA,NA,NA
TPA_06020,1862,NA,5_Tpa_b3v08_scaf053570,3527,-0.169920452889579,A,A,24,26,31,40,36,38,139,76,157,67,124,87,27,55,30,23,39,33,20,47,49,46,131,94,NA,NA,NA,NA
TPA_06021,764,NA,5_Tpa_b3v08_scaf013454,11356,0.123024522623239,A,A,0,0,0,0,0,0,0,0,0,56,9,11,0,0,0,0,0,0,6,10,1,23,19,13,NA,NA,NA,NA
TPA_06022,1086,NA,5_Tpa_b3v08_scaf002249,39695,0.21612589234209,A,A,15,28,14,7,7,19,0,1,1,117,428,1270,81,173,112,51,102,18,2,81,4,1452,1944,2412,NA,NA,NA,NA
TPA_06023,1853,HOG_17848,5_Tpa_b3v08_scaf009253,16526,0.0964102808706357,A,A,72,113,75,101,133,128,448,329,449,96,94,165,90,156,105,108,131,112,231,422,352,180,233,185,NA,NA,NA,NA
TPA_06024,766,NA,5_Tpa_b3v08_scaf006780,21083,0.275028235095728,A,A,4,4,2,2,7,2,3,1,1,5,13,13,0,6,2,1,5,2,4,6,7,7,11,12,NA,NA,NA,NA
TPA_06025,1333,NA,5_Tpa_b3v08_scaf012506,12352,0.0584641028092631,A,A,428,583,339,1,0,17,0,0,7,34,77,152,285,659,920,2,12,2,19,14,86,120,231,323,NA,NA,NA,NA
TPA_06026,3902,HOG_16287,5_Tpa_b3v08_scaf006808,21041,0.15473632589546,A,A,67,120,99,153,200,111,110,123,104,67,267,314,135,223,126,108,329,158,155,159,314,115,355,194,NA,NA,NA,NA
TPA_06027,1780,NA,5_Tpa_b3v08_scaf014491,10408,0.0772446081716367,A,A,4,7,1,11,13,13,46,14,47,42,36,123,7,7,12,8,9,4,914,783,1429,206,181,187,NA,NA,NA,NA
TPA_06028,377,NA,5_Tpa_b3v08_scaf010670,14579,0.204942554098427,A,A,2,1,0,0,0,2,1,4,3,0,0,0,1,0,1,0,0,2,3,0,2,1,1,1,NA,NA,NA,NA
TPA_06029,246,NA,5_Tpa_b3v08_scaf010670,14579,0.204942554098427,A,A,3,1,2,3,2,4,6,2,15,8,0,3,3,1,5,6,0,6,11,2,12,3,4,4,NA,NA,NA,NA
TPA_06030,922,NA,5_Tpa_b3v08_scaf007895,18855,-0.0723430640921731,A,A,1,0,0,1,2,0,1,1,0,0,1,5,1,1,0,1,1,1,2,15,11,4,6,3,NA,NA,NA,NA
TPA_06031,1390,NA,5_Tpa_b3v08_scaf016035,9292,0.115104973614407,A,A,29,41,47,54,72,46,182,227,219,63,32,109,39,83,58,38,55,44,272,419,258,78,145,257,NA,NA,NA,NA
TPA_06032,1088,NA,5_Tpa_b3v08_scaf011139,13939,0.0995787946014961,A,A,16,8,4,8,6,3,54,12,31,27,100,52,2,19,8,1,6,3,47,69,118,26,51,72,NA,NA,NA,NA
TPA_06033,992,NA,5_Tpa_b3v08_scaf001664,45346,-0.756899904182104,X,X,206,508,250,442,638,396,774,911,602,233,233,370,381,273,201,458,267,221,258,194,135,248,296,233,lgX_ordNA_scaf3244,2437609,NO,lgX_ordNA_scaf3244
TPA_06034,2149,NA,5_Tpa_b3v08_scaf025858,5957,0.0237776475947797,A,A,107,73,51,84,92,63,98,51,66,141,169,293,58,140,98,55,95,52,34,93,103,206,343,383,NA,NA,NA,NA
TPA_06035,1237,HOG_16947,5_Tpa_b3v08_scaf017479,8517,0.082986388521265,A,A,726,972,1613,1644,1819,1546,2384,2193,2473,1287,3721,2824,1900,1510,1568,1401,955,1350,959,921,945,1268,3005,1939,NA,NA,NA,NA
TPA_06036,1203,NA,5_Tpa_b3v08_scaf012950,11867,0.114639909235063,A,A,1,3,0,4,0,0,1,2,2,1,7,22,3,3,3,2,7,4,97,268,155,40,27,28,NA,NA,NA,NA
TPA_06037,1060,NA,5_Tpa_b3v08_scaf004020,29589,0.098489715481439,A,A,5,3,5,11,4,12,18,8,11,17,23,223,4,12,9,8,8,11,3306,2992,2026,174,348,481,NA,NA,NA,NA
TPA_06038,884,NA,5_Tpa_b3v08_scaf010287,15048,0.163022733864333,A,A,520,514,556,482,752,982,1020,1433,1180,701,995,1156,590,920,822,723,876,913,511,442,508,777,1387,1057,NA,NA,NA,NA
TPA_06039,891,NA,5_Tpa_b3v08_scaf017078,8717,0.00694452028582932,A,A,144,207,209,302,228,318,1769,1633,2437,534,1042,876,168,240,213,197,201,178,413,404,341,347,854,473,NA,NA,NA,NA
TPA_06040,666,NA,5_Tpa_b3v08_scaf063687,3045,0.380135899714184,A,A,1,2,1,1,3,2,0,0,0,1,24,114,149,2,1,142,1,1,215,37,49,15,6,7,NA,NA,NA,NA
TPA_06041,1147,NA,5_Tpa_b3v08_scaf002304,39199,0.0959599759039559,A,A,2,1,2,0,0,2,0,5,1,0,1,178,0,3,6,1,1,13,333,624,559,36,303,266,NA,NA,NA,NA
TPA_06042,1076,HOG_19731,5_Tpa_b3v08_scaf012975,11832,0.146561190170677,A,A,12,4,2,7,5,4,18,8,9,10,11,71,5,24,9,1,11,4,246,197,201,42,90,72,NA,NA,NA,NA
TPA_06043,1313,NA,5_Tpa_b3v08_scaf004644,27078,0.231442583619834,A,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,NA,NA,NA,NA
TPA_06044,474,NA,5_Tpa_b3v08_scaf004644,27078,0.231442583619834,A,A,30,36,56,44,37,85,593,561,486,61,100,104,24,76,61,38,55,60,56,114,73,41,87,87,NA,NA,NA,NA
TPA_06045,1243,NA,5_Tpa_b3v08_scaf003225,33359,0.211060376192224,A,A,13,9,6,14,14,8,56,26,30,42,32,50,5,9,22,1,14,10,98,121,282,30,62,92,NA,NA,NA,NA
TPA_06046,954,NA,5_Tpa_b3v08_scaf013795,11017,-0.0269285335936658,A,A,20,53,26,9,11,11,36,31,40,211,149,212,19,38,30,15,32,13,16,39,38,121,137,86,NA,NA,NA,NA
TPA_06047,1831,NA,5_Tpa_b3v08_scaf017311,8598,-0.12860811613434,A,A,30,71,13,34,45,18,26,26,8,50,87,105,39,34,19,37,29,16,26,15,33,46,103,108,NA,NA,NA,NA
TPA_06048,318,NA,5_Tpa_b3v08_scaf014533,10375,0.0922974845794394,A,A,1,2,1,0,4,3,1,4,4,0,6,2,1,1,4,2,2,4,2,4,3,0,2,4,NA,NA,NA,NA
TPA_06049,561,HOG_17380,5_Tpa_b3v08_scaf014533,10375,0.0922974845794394,A,A,3,8,7,11,12,7,22,34,27,10,17,17,9,6,8,1,13,7,20,13,5,10,21,14,NA,NA,NA,NA
TPA_06050,288,NA,5_Tpa_b3v08_scaf008961,17010,0.131966834211389,A,A,25,11,21,17,21,19,14,20,35,76,185,409,26,48,39,33,27,16,51,114,90,420,420,519,NA,NA,NA,NA
TPA_06051,429,NA,5_Tpa_b3v08_scaf008961,17010,0.131966834211389,A,A,18,25,35,9,28,34,35,48,52,159,399,814,59,58,63,54,45,19,109,207,166,802,789,860,NA,NA,NA,NA
TPA_06052,1530,NA,5_Tpa_b3v08_scaf015977,9321,0.00290960955973749,A,A,28,12,31,22,26,71,28,76,67,40,9,85,41,10,32,43,20,68,32,49,36,8,14,48,NA,NA,NA,NA
TPA_06053,312,NA,5_Tpa_b3v08_scaf015977,9321,0.00290960955973749,A,A,4,7,4,7,5,4,22,13,10,4,1,18,5,3,6,10,7,2,89,104,129,22,25,24,NA,NA,NA,NA
TPA_06054,1001,HOG_21454,5_Tpa_b3v08_scaf006627,21459,0.0290930247532445,A,A,75,79,74,141,116,91,257,168,298,134,151,291,113,114,155,128,127,118,465,372,384,89,371,259,NA,NA,NA,NA
TPA_06055,937,NA,5_Tpa_b3v08_scaf013024,11759,0.143298617172913,A,A,4,27,12,17,30,21,152,92,160,52,51,95,21,16,33,16,12,28,353,406,469,79,99,91,NA,NA,NA,NA
TPA_06056,964,NA,5_Tpa_b3v08_scaf015121,9895,0.114942157781469,A,A,8,10,6,10,17,3,12,9,5,33,26,23,7,8,5,4,2,4,39,59,157,17,33,33,NA,NA,NA,NA
TPA_06057,1426,NA,5_Tpa_b3v08_scaf010481,14814,-0.88318636825991,X,X,14,31,21,20,18,10,102,47,100,65,51,69,12,30,20,6,16,10,19,34,54,36,69,65,NA,NA,NA,NA
TPA_06058,682,NA,5_Tpa_b3v08_scaf026093,5912,-0.139013114753637,A,A,4,0,4,0,0,2,7,3,23,3,19,12,3,6,2,2,6,3,25,10,20,6,15,12,NA,NA,NA,NA
TPA_06059,1275,NA,5_Tpa_b3v08_scaf002258,39646,0.0350631781514063,A,A,13,10,11,5,13,6,8,6,7,26,32,39,8,21,6,5,19,9,10,11,20,28,45,50,NA,NA,NA,NA
TPA_06060,1832,HOG_16543,5_Tpa_b3v08_scaf017661,8422,-0.0495909226380221,A,A,100,85,53,103,69,72,196,128,225,210,322,311,53,140,124,54,90,72,51,56,136,131,326,262,NA,NA,NA,NA
TPA_06061,915,NA,5_Tpa_b3v08_scaf008521,17712,0.225018211949156,A,A,16,15,18,18,12,20,284,85,267,63,88,92,25,37,24,13,17,18,147,273,402,59,159,103,NA,NA,NA,NA
TPA_06062,612,HOG_23727,5_Tpa_b3v08_scaf014917,10033,-0.105959021155359,A,A,17,22,35,35,21,41,128,74,103,48,43,76,22,40,36,18,24,27,179,310,311,100,102,108,NA,NA,NA,NA
TPA_06063,5530,NA,5_Tpa_b3v08_scaf002744,36056,0.156342459213319,A,A,127,195,197,116,209,230,300,282,361,153,213,290,243,284,191,265,259,202,413,445,482,204,307,339,NA,NA,NA,NA
TPA_06064,1041,NA,5_Tpa_b3v08_scaf047729,3854,-0.0501680570217318,A,A,42,80,54,71,148,84,211,415,178,89,130,154,39,67,117,78,94,127,225,222,289,216,136,115,NA,NA,NA,NA
TPA_06065,1194,HOG_19282,5_Tpa_b3v08_scaf020962,7197,-0.0859424663909352,A,A,0,0,0,0,0,3,2,2,3,0,0,136,1,0,1,7,1,0,1783,1902,2657,381,219,519,NA,NA,NA,NA
TPA_06066,763,NA,5_Tpa_b3v08_scaf015492,9634,-0.107716052087864,A,A,0,0,0,0,0,3,0,0,0,1,0,60,0,0,0,1,0,0,479,825,1176,115,89,113,NA,NA,NA,NA
TPA_06067,474,NA,5_Tpa_b3v08_scaf107046,1744,-0.346446156538599,A,A,4,3,7,3,4,7,45,7,37,29,30,18,4,13,7,2,3,4,14,25,27,18,18,12,NA,NA,NA,NA
TPA_06068,573,HOG_18375,5_Tpa_b3v08_scaf107046,1744,-0.346446156538599,A,A,13,4,10,4,1,4,76,8,56,34,63,40,7,22,9,10,4,7,24,22,38,26,37,42,NA,NA,NA,NA
TPA_06069,2458,NA,5_Tpa_b3v08_scaf011388,13631,0.245716114550392,A,A,244,311,208,444,475,292,22,22,11,51,92,175,125,316,164,203,381,270,33,129,33,78,152,87,NA,NA,NA,NA
TPA_06070,1315,NA,5_Tpa_b3v08_scaf029755,5254,-0.210323628499654,A,A,164,501,676,1,0,0,0,1,1,16,70,124,598,1004,915,0,0,0,2,3,2,173,219,191,NA,NA,NA,NA
TPA_06071,3496,NA,5_Tpa_b3v08_scaf000834,58413,-0.82427194262194,X,X,90,179,217,233,222,306,209,201,249,104,106,253,179,200,211,214,202,161,51,57,47,108,153,163,NA,NA,NA,NA
TPA_06072,468,HOG_17221,5_Tpa_b3v08_scaf025534,6028,-0.0815270644167211,A,A,8,13,13,10,5,12,26,23,41,20,38,24,15,11,21,3,19,17,26,17,50,26,29,27,NA,NA,NA,NA
TPA_06073,661,NA,5_Tpa_b3v08_scaf025534,6028,-0.0815270644167211,A,A,44,87,53,137,131,102,302,453,341,130,351,219,61,100,67,90,95,64,90,80,107,107,165,96,NA,NA,NA,NA
TPA_06074,2355,NA,5_Tpa_b3v08_scaf005644,23953,0.0926732547941317,A,A,10,7,16,11,9,16,88,61,108,18,56,62,13,20,10,21,14,13,225,167,255,79,87,76,NA,NA,NA,NA
TPA_06075,1190,NA,5_Tpa_b3v08_scaf003061,34282,0.000741681092339325,A,A,66,44,26,42,36,22,5,1,5,10,23,20,19,58,44,14,46,31,13,26,38,49,26,38,lg6,26072795,NO,lg6
TPA_06076,850,NA,5_Tpa_b3v08_scaf012554,12301,0.0981240590445495,A,A,64,71,73,86,95,113,343,366,306,136,230,238,73,103,89,74,110,70,306,321,404,151,226,131,NA,NA,NA,NA
TPA_06077,4305,HOG_20636,5_Tpa_b3v08_scaf006114,22734,0.135976951113636,A,A,99,123,95,180,209,133,966,738,740,177,141,355,141,200,163,151,212,159,372,386,463,162,404,288,NA,NA,NA,NA
TPA_06078,951,HOG_23493,5_Tpa_b3v08_scaf005476,24439,0.163619306135297,A,A,35,27,33,40,43,78,146,109,188,97,108,138,49,94,58,59,66,67,100,127,149,80,135,167,lg5,41953976,NO,lg5
TPA_06079,820,NA,5_Tpa_b3v08_scaf021067,7161,0.206840498710181,A,A,322,2020,846,1424,1384,1106,324,257,550,1339,2248,1910,487,1514,1243,820,1704,987,4430,4954,3094,957,2032,2906,NA,NA,NA,NA
TPA_06080,1369,NA,5_Tpa_b3v08_scaf015997,9311,-0.119366735439601,A,A,12,6,12,10,12,17,45,37,66,14,66,100,8,6,31,7,11,17,378,200,251,107,96,71,NA,NA,NA,NA
TPA_06081,1156,NA,5_Tpa_b3v08_scaf011362,13657,0.166061045190889,A,A,160,234,156,211,307,281,722,846,796,209,165,368,244,270,266,314,315,289,777,789,930,282,272,354,NA,NA,NA,NA
TPA_06082,3330,HOG_23540,5_Tpa_b3v08_scaf011362,13657,0.166061045190889,A,A,20,27,24,25,29,19,329,186,290,84,59,98,31,41,40,30,40,25,202,203,315,70,81,76,NA,NA,NA,NA
TPA_06083,552,NA,5_Tpa_b3v08_scaf000116,102656,-0.820351411497818,X,X,2,0,1,0,6,0,2,5,0,0,0,0,1,0,0,1,2,0,0,1,0,9,0,3,NA,NA,NA,NA
TPA_06084,708,NA,5_Tpa_b3v08_scaf003466,32087,0.130110110360801,A,A,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,47,0,3,1,0,13,NA,NA,NA,NA
TPA_06085,675,NA,5_Tpa_b3v08_scaf006709,21269,0.0680780222973612,A,A,4,4,4,2,6,0,6,12,5,1,7,12,1,4,3,2,4,2,4,5,5,11,12,21,NA,NA,NA,NA
TPA_06086,717,NA,5_Tpa_b3v08_scaf004215,28718,-0.130789278145269,A,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,19,1,1,0,4,NA,NA,NA,NA
TPA_06087,684,NA,5_Tpa_b3v08_scaf005853,23412,0.145222993995724,A,A,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,50,39,69,5,5,11,NA,NA,NA,NA
TPA_06088,480,NA,5_Tpa_b3v08_scaf012402,12471,0.244557713616804,A,A,2,8,4,2,2,3,35,113,77,14,11,9,5,3,4,17,3,7,2,0,3,8,5,2,NA,NA,NA,NA
TPA_06089,612,NA,5_Tpa_b3v08_scaf001369,49321,-0.669650053100638,X,A,16,33,36,16,38,29,54,67,147,32,50,56,22,30,43,25,28,18,19,21,23,20,38,41,NA,NA,NA,NA
TPA_06090,900,NA,5_Tpa_b3v08_scaf063990,3032,-0.209278066028697,A,A,7,13,22,20,10,25,86,59,138,52,96,119,11,12,10,6,10,13,182,220,352,73,127,83,NA,NA,NA,NA
TPA_06091,719,NA,5_Tpa_b3v08_scaf012388,12480,-0.782090806932109,X,X,2,4,2,6,5,2,39,34,48,30,22,20,2,7,6,2,4,1,0,2,2,2,19,9,NA,NA,NA,NA
TPA_06092,477,NA,5_Tpa_b3v08_scaf000002,195325,-0.777991099319206,X,X,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,lgX_ordNA_scaf699,3277255,NO,lgX_ordNA_scaf699
TPA_06093,636,NA,5_Tpa_b3v08_scaf004248,28609,-0.875575028414037,X,X,43,254,80,0,10,3,95,98,105,257,239,418,58,114,92,5,7,7,80,149,166,108,176,160,NA,NA,NA,NA
TPA_06094,2979,HOG_2897,5_Tpa_b3v08_scaf004630,27129,-0.0993532715582722,A,A,44,101,100,82,93,121,314,198,404,152,273,193,75,107,167,68,75,102,190,202,343,154,188,185,lg4,54248026,NO,lg4
TPA_06095,717,NA,5_Tpa_b3v08_scaf002840,35531,0.0325310652067952,A,A,288,643,602,873,1056,887,271,468,293,285,514,702,522,1052,570,602,1156,624,155,310,391,503,811,1037,NA,NA,NA,NA
TPA_06096,708,NA,5_Tpa_b3v08_scaf005024,25752,0.00528912321131091,A,A,4,2,5,11,13,8,1,3,1,3,12,10,13,6,12,10,4,7,5,13,3,6,22,14,NA,NA,NA,NA
TPA_06097,747,NA,5_Tpa_b3v08_scaf009970,15462,0.083500211127596,A,A,15,65,63,45,33,66,69,99,87,75,174,103,30,57,33,35,30,29,106,254,124,91,88,84,NA,NA,NA,NA
TPA_06098,1113,NA,5_Tpa_b3v08_scaf007325,19942,0.0345932150113152,A,A,8,6,3,7,6,2,4,1,1,8,10,7,4,3,1,3,4,1,21,32,65,4,24,30,NA,NA,NA,NA
TPA_06099,3219,NA,5_Tpa_b3v08_scaf006679,21323,0.013365624852724,A,A,0,0,0,0,2,0,0,0,0,2,2,1,0,0,3,0,0,0,1,3,0,2,0,0,NA,NA,NA,NA
TPA_06100,810,NA,5_Tpa_b3v08_scaf005083,25534,0.111387923748217,A,A,16,9,3,2,0,0,3,1,1,0,4,9,5,17,25,0,0,4,5,1,6,5,17,12,NA,NA,NA,NA
TPA_06101,1500,HOG_16183,5_Tpa_b3v08_scaf023315,6533,0.159922864606036,A,A,4,2,4,13,4,5,51,35,57,3,18,30,9,7,8,6,11,1,72,110,101,17,38,27,NA,NA,NA,NA
TPA_06102,1101,NA,5_Tpa_b3v08_scaf000864,57804,0.0809484273269744,A,A,48,29,39,76,73,69,498,482,795,170,106,238,69,103,74,46,101,102,71,130,227,52,330,186,NA,NA,NA,NA
TPA_06103,936,NA,5_Tpa_b3v08_scaf008376,17953,0.127046079659539,A,A,59,33,70,66,78,115,6,64,94,55,93,76,72,54,76,78,86,74,54,59,8,82,67,159,NA,NA,NA,NA
TPA_06104,951,NA,5_Tpa_b3v08_scaf014266,10595,-0.0985819838574485,A,A,29,177,81,49,255,145,4,3,19,179,1454,497,200,174,135,322,269,201,9,7,4,910,277,390,NA,NA,NA,NA
TPA_06105,840,NA,5_Tpa_b3v08_scaf019841,7543,0.0705066864796933,A,A,1,3,3,6,9,9,14,10,12,17,7,20,3,5,7,4,9,9,55,69,124,27,34,18,NA,NA,NA,NA
TPA_06106,1077,NA,5_Tpa_b3v08_scaf009102,16785,0.292769710837082,A,A,45,59,47,83,77,71,132,143,67,84,134,108,53,101,99,57,84,79,98,118,147,78,84,166,NA,NA,NA,NA
TPA_06107,2437,NA,5_Tpa_b3v08_scaf009530,16108,-0.143833851518118,A,A,545,826,974,1073,1316,1429,67,99,47,459,488,492,608,843,936,839,1054,973,116,142,177,584,223,832,NA,NA,NA,NA
TPA_06108,861,NA,5_Tpa_b3v08_scaf028203,5519,0.0655453844226696,A,A,0,0,0,0,0,0,2,2,0,112,40,6,0,0,0,0,0,0,0,2,0,2,18,26,NA,NA,NA,NA
TPA_06109,861,NA,5_Tpa_b3v08_scaf029990,5213,-0.196329985440829,A,A,85,61,97,136,80,116,144,102,84,79,183,315,117,152,183,69,113,117,34,40,45,90,418,161,NA,NA,NA,NA
TPA_06110,897,NA,5_Tpa_b3v08_scaf039705,4379,-0.113663610337523,A,A,3,0,1,6,4,6,29,23,37,12,34,18,3,7,2,3,4,2,23,47,64,15,25,27,NA,NA,NA,NA
TPA_06111,858,NA,5_Tpa_b3v08_scaf009050,16854,0.10549328852786,A,A,56,80,150,88,68,77,500,238,517,301,330,344,46,98,78,45,75,67,155,352,359,142,360,238,lg4,93370538,NO,lg4
TPA_06112,519,NA,5_Tpa_b3v08_scaf016443,9048,-0.212227107522994,A,A,1,2,1,4,0,2,38,55,39,5,10,16,4,5,4,5,2,2,5,13,51,12,13,4,NA,NA,NA,NA
TPA_06113,1143,NA,5_Tpa_b3v08_scaf005913,23254,0.242371693086943,A,A,12,31,16,14,33,16,544,780,906,107,111,62,16,25,16,9,13,14,36,40,41,35,57,29,NA,NA,NA,NA
TPA_06114,1563,HOG_16581,5_Tpa_b3v08_scaf008121,18420,0.0070004279289594,A,A,10,6,13,8,12,7,75,24,42,30,47,99,4,23,15,7,13,11,856,836,909,212,175,277,NA,NA,NA,NA
TPA_06115,528,NA,5_Tpa_b3v08_scaf004269,28556,-0.894896846463438,X,X,1,2,3,5,5,3,0,0,2,4,5,2,4,5,6,2,14,6,2,0,1,4,3,5,NA,NA,NA,NA
TPA_06116,602,NA,5_Tpa_b3v08_scaf004420,27929,-0.10797072362531,A,A,1,0,3,0,0,0,2,0,0,2,2,3,1,1,0,0,1,0,1,1,6,1,3,3,NA,NA,NA,NA
TPA_06117,783,NA,5_Tpa_b3v08_scaf004420,27929,-0.10797072362531,A,A,11,13,13,4,9,19,58,35,82,20,32,41,11,16,26,15,13,18,599,539,792,91,54,126,NA,NA,NA,NA
TPA_06118,669,HOG_1971,5_Tpa_b3v08_scaf000248,83119,0.141254839800139,A,A,6,2,1,7,3,3,22,42,47,12,18,25,4,24,6,14,15,8,43,28,105,24,34,20,NA,NA,NA,NA
TPA_06119,825,NA,5_Tpa_b3v08_scaf040568,4320,-0.594266781717955,X,A,29,49,54,85,81,82,178,146,390,54,108,113,45,43,47,34,38,42,116,46,73,26,82,69,NA,NA,NA,NA
TPA_06120,1059,HOG_18739,5_Tpa_b3v08_scaf010085,15315,0.199721954003734,A,A,34,21,13,16,15,21,85,66,84,40,42,65,16,83,28,30,29,14,119,135,140,39,81,60,NA,NA,NA,NA
TPA_06121,531,NA,5_Tpa_b3v08_scaf009283,16488,0.349035021831577,A,A,383,685,459,590,563,560,1952,2185,1998,1018,1526,1486,329,597,516,374,543,414,713,824,883,685,903,690,NA,NA,NA,NA
TPA_06122,729,NA,5_Tpa_b3v08_scaf096579,1976,-0.384317221720954,A,A,1,0,0,1,0,0,0,0,0,0,1,70,0,1,0,1,0,0,683,630,943,155,114,183,NA,NA,NA,NA
TPA_06123,363,NA,5_Tpa_b3v08_scaf096579,1976,-0.384317221720954,A,A,0,1,1,0,2,1,1,0,0,4,1,52,0,1,2,2,1,0,586,551,678,128,105,135,NA,NA,NA,NA
TPA_06124,756,NA,5_Tpa_b3v08_scaf001907,42716,0.273625082911751,A,A,0,0,0,0,0,0,0,13,0,513,800,1074,1,0,0,0,0,1,163,25,235,428,1958,87,NA,NA,NA,NA
TPA_06125,798,NA,5_Tpa_b3v08_scaf004407,28013,0.00681736637437275,A,A,136,61,73,845,704,248,71,99,50,223,329,893,140,526,363,106,391,348,116,148,167,376,1198,834,NA,NA,NA,NA
TPA_06126,951,HOG_24168,5_Tpa_b3v08_scaf016657,8935,0.0105415650079183,A,A,41,48,45,46,53,71,165,150,162,46,113,82,57,71,67,44,47,46,37,70,87,45,82,72,NA,NA,NA,NA
TPA_06127,1185,NA,5_Tpa_b3v08_scaf002348,38858,0.268764998426651,A,A,241,255,197,385,406,401,1571,1226,1540,460,550,687,240,405,369,268,372,298,691,946,1441,431,727,525,NA,NA,NA,NA
