HOG_23995	TPS_13982	TCM_10890	TCE_12138	TBI_11529	TPA_13879
HOG_20787	TPS_15414	TCM_14482	TCE_10760	TBI_13996	TPA_16326
HOG_21361	TPS_09085	TCM_09111	TCE_12117	TBI_10955	TPA_07850
HOG_21490	TPS_08395	TCM_06304	TCE_04457	TBI_06197	TPA_16315
HOG_22948	TPS_15590	TCM_14474	TCE_09123	TBI_05059	TPA_15494
HOG_17071	TPS_14761	TCM_05423	TCE_05284	TBI_02856	TPA_14766
HOG_17072	TPS_04559	TCM_08131	TCE_05110	TBI_06977	TPA_14256
HOG_17073	TPS_08239	TCM_02606	TCE_10609	TBI_03788	TPA_15801
HOG_16856	TPS_00494	TCM_02567	TCE_02769	TBI_03346	TPA_00303
HOG_17588	TPS_14833	TCM_09488	TCE_02485	TBI_01699	TPA_05007
HOG_17589	TPS_07500	TCM_06883	TCE_02368	TBI_04033	TPA_15857
HOG_17587	TPS_15565	TCM_14235	TCE_06944	TBI_14023	TPA_16390
HOG_16858	TPS_02769	TCM_05900	TCE_10326	TBI_06870	TPA_01598
HOG_6334	TPS_00543	TCM_00739	TCE_00721	TBI_00791	TPA_08995
HOG_6330	TPS_11504	TCM_07298	TCE_08961	TBI_03407	TPA_13051
HOG_4588	TPS_12029	TCM_11263	TCE_13557	TBI_11623	TPA_07591
HOG_21180	TPS_02893	TCM_02250	TCE_01610	TBI_03597	TPA_03034
HOG_6617	TPS_06629	TCM_09527	TCE_09997	TBI_11435	TPA_12553
HOG_14174	TPS_03992	TCM_04254	TCE_04001	TBI_03732	TPA_00148
HOG_18492	TPS_01834	TCM_01078	TCE_04143	TBI_01457	TPA_03641
HOG_14917	TPS_03337	TCM_06128	TCE_08622	TBI_03576	TPA_05421
HOG_21565	TPS_11519	TCM_02665	TCE_01057	TBI_01438	TPA_02778
HOG_21564	TPS_13872	TCM_14173	TCE_05694	TBI_11537	TPA_08623
HOG_4411	TPS_14069	TCM_13675	TCE_10617	TBI_02443	TPA_07262
HOG_24040	TPS_07981	TCM_09266	TCE_09616	TBI_12580	TPA_14552
HOG_10458	TPS_02031	TCM_01172	TCE_01222	TBI_00775	TPA_00178
HOG_20561	TPS_05174	TCM_04027	TCE_10950	TBI_05415	TPA_14887
HOG_20562	TPS_08362	TCM_11000	TCE_11353	TBI_09211	TPA_11056
HOG_5135	TPS_03812	TCM_06608	TCE_07400	TBI_01351	TPA_11875
HOG_3557	TPS_07611	TCM_08554	TCE_04978	TBI_06943	TPA_02018
HOG_21764	TPS_08106	TCM_06759	TCE_02718	TBI_08333	TPA_06631
HOG_21767	TPS_04818	TCM_04277	TCE_02016	TBI_04889	TPA_06474
HOG_21766	TPS_09269	TCM_09634	TCE_07433	TBI_10663	TPA_02470
HOG_4305	TPS_05400	TCM_14360	TCE_07379	TBI_05911	TPA_04165
HOG_21769	TPS_03564	TCM_03952	TCE_01761	TBI_07103	TPA_07103
HOG_21768	TPS_03596	TCM_03237	TCE_04115	TBI_02878	TPA_02583
HOG_20961	TPS_00110	TCM_01924	TCE_01229	TBI_01466	TPA_15991
HOG_20962	TPS_11672	TCM_01065	TCE_00891	TBI_04594	TPA_04602
HOG_18813	TPS_01134	TCM_01207	TCE_02086	TBI_00981	TPA_00212
HOG_10588	TPS_06894	TCM_10777	TCE_03349	TBI_01514	TPA_05115
HOG_8906	TPS_02159	TCM_01913	TCE_00922	TBI_01263	TPA_02915
HOG_13164	TPS_02659	TCM_04844	TCE_05096	TBI_04367	TPA_01137
HOG_20851	TPS_07116	TCM_02148	TCE_10441	TBI_03415	TPA_05054
HOG_18673	TPS_04385	TCM_07451	TCE_03870	TBI_07157	TPA_07761
HOG_18672	TPS_04038	TCM_01180	TCE_06286	TBI_04719	TPA_04478
HOG_18671	TPS_01543	TCM_09061	TCE_09899	TBI_07140	TPA_13798
HOG_18675	TPS_04350	TCM_09179	TCE_03669	TBI_09920	TPA_12901
HOG_2919	TPS_05626	TCM_04778	TCE_03205	TBI_03873	TPA_16487
HOG_712	TPS_10026	TCM_03208	TCE_04059	TBI_02796	TPA_12513
HOG_710	TPS_09632	TCM_08734	TCE_01425	TBI_02286	TPA_16263
HOG_7128	TPS_04700	TCM_08789	TCE_04543	TBI_07855	TPA_03205
HOG_7126	TPS_00465	TCM_03985	TCE_07233	TBI_04531	TPA_08286
HOG_24301	TPS_03710	TCM_05163	TCE_06480	TBI_10585	TPA_07177
HOG_17915	TPS_10119	TCM_06971	TCE_10628	TBI_11396	TPA_05263
HOG_24303	TPS_00014	TCM_00342	TCE_00564	TBI_00092	TPA_13792
HOG_17912	TPS_04794	TCM_10188	TCE_07642	TBI_09282	TPA_01224
HOG_17911	TPS_05017	TCM_05600	TCE_06270	TBI_02952	TPA_07718
HOG_6301	TPS_06769	TCM_05242	TCE_02082	TBI_05890	TPA_03179
HOG_20364	TPS_01189	TCM_02420	TCE_01952	TBI_00503	TPA_04044
HOG_18251	TPS_01401	TCM_11077	TCE_02634	TBI_01508	TPA_09774
HOG_18250	TPS_06309	TCM_08294	TCE_06166	TBI_01237	TPA_02604
HOG_18255	TPS_04719	TCM_01840	TCE_08939	TBI_00837	TPA_07343
HOG_18256	TPS_06241	TCM_03361	TCE_06136	TBI_04986	TPA_04609
HOG_18259	TPS_04275	TCM_09468	TCE_09942	TBI_07701	TPA_15445
HOG_1666	TPS_01839	TCM_01081	TCE_04139	TBI_01460	TPA_03773
HOG_1665	TPS_15584	TCM_13417	TCE_05984	TBI_04172	TPA_16341
HOG_591	TPS_10323	TCM_10559	TCE_10795	TBI_08551	TPA_04854
HOG_1086	TPS_01455	TCM_04974	TCE_03715	TBI_01522	TPA_10730
HOG_1083	TPS_03639	TCM_11624	TCE_12017	TBI_12471	TPA_10847
HOG_594	TPS_03493	TCM_05505	TCE_08271	TBI_08427	TPA_16419
HOG_15539	TPS_05860	TCM_06899	TCE_07638	TBI_05292	TPA_03026
HOG_24274	TPS_10095	TCM_09774	TCE_10244	TBI_01996	TPA_14202
HOG_3142	TPS_12227	TCM_07089	TCE_06222	TBI_02611	TPA_07681
HOG_4186	TPS_11810	TCM_11841	TCE_06607	TBI_00115	TPA_08592
HOG_2829	TPS_13639	TCM_01536	TCE_04534	TBI_05979	TPA_15053
HOG_149	TPS_09994	TCM_09793	TCE_03193	TBI_02076	TPA_04659
HOG_23170	TPS_08699	TCM_08378	TCE_07072	TBI_01486	TPA_04713
HOG_3148	TPS_13287	TCM_06389	TCE_12113	TBI_10134	TPA_04447
HOG_18072	TPS_03600	TCM_09609	TCE_10113	TBI_11225	TPA_03482
HOG_18074	TPS_13239	TCM_14256	TCE_09948	TBI_05829	TPA_12804
HOG_3387	TPS_03836	TCM_01029	TCE_00267	TBI_04383	TPA_10668
HOG_20214	TPS_01322	TCM_02956	TCE_02160	TBI_02838	TPA_00886
HOG_3385	TPS_04273	TCM_06714	TCE_07853	TBI_07699	TPA_14415
HOG_20210	TPS_04207	TCM_01873	TCE_03806	TBI_07575	TPA_01249
HOG_17860	TPS_07955	TCM_10834	TCE_10533	TBI_13567	TPA_05866
HOG_9093	TPS_03446	TCM_04790	TCE_08818	TBI_08595	TPA_03898
HOG_19457	TPS_02809	TCM_02451	TCE_03256	TBI_05500	TPA_00227
HOG_19130	TPS_02019	TCM_04286	TCE_11426	TBI_05220	TPA_08194
HOG_1403	TPS_11334	TCM_11685	TCE_10224	TBI_11905	TPA_08570
HOG_1407	TPS_02784	TCM_02216	TCE_01130	TBI_01391	TPA_03755
HOG_4212	TPS_01424	TCM_00835	TCE_01654	TBI_00843	TPA_15713
HOG_443	TPS_05368	TCM_14117	TCE_09572	TBI_04944	TPA_12016
HOG_442	TPS_05018	TCM_11432	TCE_06268	TBI_02951	TPA_07337
HOG_447	TPS_00891	TCM_03832	TCE_00732	TBI_04069	TPA_12848
HOG_18107	TPS_05758	TCM_05916	TCE_07141	TBI_03602	TPA_00544
HOG_18101	TPS_10170	TCM_00805	TCE_02315	TBI_06535	TPA_08989
HOG_18102	TPS_05052	TCM_06269	TCE_01037	TBI_07669	TPA_15077
HOG_23091	TPS_15368	TCM_03785	TCE_10626	TBI_13986	TPA_16410
HOG_23540	TPS_03994	TCM_04256	TCE_09074	TBI_07228	TPA_06082
HOG_23547	TPS_12486	TCM_13430	TCE_10575	TBI_04211	TPA_05765
HOG_18108	TPS_04999	TCM_02685	TCE_05659	TBI_02127	TPA_10165
HOG_37	TPS_05186	TCM_06308	TCE_00220	TBI_05250	TPA_15565
HOG_34	TPS_03678	TCM_01533	TCE_08172	TBI_00830	TPA_12594
HOG_641	TPS_11230	TCM_02755	TCE_00566	TBI_00094	TPA_10832
HOG_17845	TPS_06179	TCM_01032	TCE_01048	TBI_01119	TPA_07095
HOG_21454	TPS_05172	TCM_04029	TCE_04824	TBI_05413	TPA_06054
HOG_645	TPS_06134	TCM_03378	TCE_07704	TBI_10737	TPA_14059
HOG_23148	TPS_05466	TCM_07124	TCE_00683	TBI_05870	TPA_04632
HOG_1249	TPS_00704	TCM_14447	TCE_13875	TBI_13992	TPA_16439
HOG_20465	TPS_08124	TCM_06413	TCE_02239	TBI_02292	TPA_10918
HOG_15683	TPS_05935	TCM_06370	TCE_00470	TBI_06469	TPA_02247
HOG_23141	TPS_06170	TCM_06205	TCE_06853	TBI_08190	TPA_16431
HOG_1538	TPS_04205	TCM_05209	TCE_03919	TBI_03667	TPA_02020
HOG_19245	TPS_14354	TCM_14550	TCE_07304	TBI_07972	TPA_16262
HOG_19188	TPS_15543	TCM_14454	TCE_05328	TBI_04204	TPA_14936
HOG_23323	TPS_06054	TCM_02637	TCE_01125	TBI_01636	TPA_06830
HOG_10785	TPS_02506	TCM_01836	TCE_02881	TBI_04973	TPA_04596
HOG_23896	TPS_02953	TCM_02210	TCE_01901	TBI_07078	TPA_06724
HOG_22236	TPS_06196	TCM_04585	TCE_07834	TBI_08465	TPA_16236
HOG_22541	TPS_10225	TCM_11124	TCE_10964	TBI_10063	TPA_10163
HOG_337	TPS_06627	TCM_03190	TCE_06095	TBI_11535	TPA_08726
HOG_21599	TPS_02152	TCM_03283	TCE_04710	TBI_01481	TPA_04733
HOG_22544	TPS_03358	TCM_14477	TCE_04848	TBI_02181	TPA_05527
HOG_22233	TPS_06438	TCM_11660	TCE_03874	TBI_07763	TPA_01336
HOG_22230	TPS_08621	TCM_11459	TCE_09215	TBI_08462	TPA_07315
HOG_23328	TPS_12559	TCM_05787	TCE_07198	TBI_02435	TPA_13572
HOG_4101	TPS_02241	TCM_07499	TCE_11080	TBI_05143	TPA_05504
HOG_22235	TPS_06778	TCM_03819	TCE_08611	TBI_09250	TPA_06239
HOG_21594	TPS_12426	TCM_10359	TCE_06302	TBI_09088	TPA_11090
HOG_19931	TPS_05633	TCM_02836	TCE_02807	TBI_02816	TPA_00057
HOG_23175	TPS_02613	TCM_01515	TCE_03607	TBI_02411	TPA_01819
HOG_12566	TPS_00817	TCM_06984	TCE_00226	TBI_01668	TPA_02585
HOG_3898	TPS_12602	TCM_09801	TCE_13593	TBI_09579	TPA_13834
HOG_541	TPS_05442	TCM_05748	TCE_05225	TBI_05834	TPA_15010
HOG_7416	TPS_04056	TCM_11444	TCE_06809	TBI_01496	TPA_06883
HOG_21459	TPS_00418	TCM_02418	TCE_03904	TBI_01011	TPA_04145
HOG_22304	TPS_06230	TCM_12651	TCE_05075	TBI_06664	TPA_06783
HOG_22305	TPS_13229	TCM_06214	TCE_07609	TBI_08304	TPA_05332
HOG_3891	TPS_03763	TCM_02157	TCE_05217	TBI_06499	TPA_04493
HOG_16532	TPS_07254	TCM_05808	TCE_10817	TBI_06332	TPA_07807
HOG_17441	TPS_08664	TCM_08162	TCE_09829	TBI_10441	TPA_03624
HOG_22433	TPS_14768	TCM_14407	TCE_13794	TBI_12089	TPA_16388
HOG_16538	TPS_09749	TCM_07393	TCE_11837	TBI_03546	TPA_06817
HOG_22438	TPS_09517	TCM_14074	TCE_03698	TBI_04575	TPA_09836
HOG_23437	TPS_02677	TCM_03996	TCE_00454	TBI_01428	TPA_09350
HOG_19522	TPS_01380	TCM_02236	TCE_02814	TBI_01620	TPA_00382
HOG_22125	TPS_11167	TCM_12250	TCE_10648	TBI_07844	TPA_07321
HOG_10840	TPS_10174	TCM_11219	TCE_02006	TBI_02946	TPA_13057
HOG_18864	TPS_06258	TCM_04993	TCE_06110	TBI_06974	TPA_04752
HOG_19455	TPS_02477	TCM_07059	TCE_02648	TBI_04373	TPA_04257
HOG_5794	TPS_13542	TCM_14022	TCE_13580	TBI_10154	TPA_03420
HOG_19451	TPS_08361	TCM_13581	TCE_10877	TBI_12962	TPA_14099
HOG_19452	TPS_06132	TCM_03380	TCE_06570	TBI_09703	TPA_09315
HOG_3961	TPS_11497	TCM_13286	TCE_13827	TBI_13632	TPA_16330
HOG_22861	TPS_01804	TCM_01024	TCE_00259	TBI_05034	TPA_03339
HOG_19528	TPS_02798	TCM_11489	TCE_07777	TBI_03308	TPA_08560
HOG_21025	TPS_05057	TCM_03881	TCE_08800	TBI_03352	TPA_09148
HOG_19525	TPS_09235	TCM_10431	TCE_08995	TBI_11206	TPA_05741
HOG_21029	TPS_01973	TCM_01383	TCE_03825	TBI_02262	TPA_00484
HOG_3630	TPS_02442	TCM_06460	TCE_08250	TBI_09130	TPA_06351
HOG_22056	TPS_13520	TCM_00536	TCE_07341	TBI_12163	TPA_13634
HOG_22055	TPS_00998	TCM_02281	TCE_01033	TBI_02398	TPA_00439
HOG_16629	TPS_03449	TCM_01382	TCE_03826	TBI_02261	TPA_00482
HOG_16195	TPS_04030	TCM_03784	TCE_05253	TBI_04286	TPA_11179
HOG_16622	TPS_09403	TCM_07266	TCE_06278	TBI_09577	TPA_04964
HOG_22058	TPS_03579	TCM_05204	TCE_01535	TBI_00392	TPA_02822
HOG_16621	TPS_03476	TCM_05481	TCE_06541	TBI_05217	TPA_09708
HOG_18248	TPS_00009	TCM_01328	TCE_00188	TBI_00209	TPA_02451
HOG_6103	TPS_13283	TCM_12478	TCE_06879	TBI_08776	TPA_07841
HOG_19233	TPS_06465	TCM_05990	TCE_09527	TBI_06372	TPA_16034
HOG_19235	TPS_02553	TCM_03424	TCE_04027	TBI_05691	TPA_03304
HOG_19238	TPS_06469	TCM_02674	TCE_10933	TBI_09373	TPA_09612
HOG_19988	TPS_01242	TCM_02896	TCE_04227	TBI_06619	TPA_00573
HOG_16994	TPS_06379	TCM_02132	TCE_08871	TBI_02215	TPA_06550
HOG_16997	TPS_14008	TCM_13123	TCE_09854	TBI_06347	TPA_03201
HOG_21978	TPS_15412	TCM_14437	TCE_06273	TBI_02955	TPA_16336
HOG_16992	TPS_00764	TCM_01033	TCE_01046	TBI_01117	TPA_14598
HOG_9447	TPS_05630	TCM_06167	TCE_05516	TBI_09606	TPA_13190
HOG_17466	TPS_08090	TCM_10567	TCE_10209	TBI_12159	TPA_13213
HOG_21792	TPS_06861	TCM_06193	TCE_04415	TBI_00929	TPA_07489
HOG_17464	TPS_01980	TCM_03940	TCE_03709	TBI_00918	TPA_04894
HOG_21794	TPS_04125	TCM_01236	TCE_00974	TBI_04397	TPA_00804
HOG_21795	TPS_09923	TCM_07323	TCE_03197	TBI_02075	TPA_04355
HOG_21062	TPS_15589	TCM_08208	TCE_00445	TBI_13407	TPA_15824
HOG_4468	TPS_11605	TCM_11846	TCE_11247	TBI_12228	TPA_16026
HOG_21157	TPS_04023	TCM_03846	TCE_05113	TBI_11464	TPA_06205
HOG_17667	TPS_01073	TCM_01653	TCE_01354	TBI_03465	TPA_02245
HOG_21153	TPS_14645	TCM_14545	TCE_13851	TBI_10451	TPA_16318
HOG_3704	TPS_15383	TCM_05992	TCE_03895	TBI_11061	TPA_14840
HOG_4461	TPS_11257	TCM_11919	TCE_10821	TBI_11079	TPA_06652
HOG_2122	TPS_04372	TCM_08512	TCE_11124	TBI_05594	TPA_02771
HOG_949	TPS_15541	TCM_09218	TCE_13775	TBI_14019	TPA_16211
HOG_4917	TPS_10660	TCM_02106	TCE_04879	TBI_02010	TPA_08330
HOG_945	TPS_01064	TCM_08923	TCE_04338	TBI_09807	TPA_16348
HOG_15427	TPS_03456	TCM_04639	TCE_06198	TBI_05085	TPA_05047
HOG_940	TPS_10745	TCM_10435	TCE_07029	TBI_13891	TPA_02857
HOG_17260	TPS_08632	TCM_00645	TCE_01660	TBI_01613	TPA_15416
HOG_17263	TPS_00080	TCM_00502	TCE_00275	TBI_00375	TPA_00312
HOG_6038	TPS_05139	TCM_14512	TCE_05967	TBI_12949	TPA_13743
HOG_17265	TPS_09724	TCM_04197	TCE_10242	TBI_11722	TPA_04479
HOG_21806	TPS_05648	TCM_02144	TCE_07725	TBI_04089	TPA_02398
HOG_17266	TPS_00153	TCM_01365	TCE_06149	TBI_05621	TPA_04824
HOG_6035	TPS_00420	TCM_01373	TCE_01786	TBI_09908	TPA_12645
HOG_2659	TPS_01484	TCM_00790	TCE_00134	TBI_00249	TPA_04907
HOG_2658	TPS_08372	TCM_04360	TCE_08921	TBI_05629	TPA_07478
HOG_21480	TPS_07460	TCM_01254	TCE_00868	TBI_01922	TPA_09562
HOG_20179	TPS_04801	TCM_05836	TCE_12114	TBI_05370	TPA_00529
HOG_20175	TPS_09251	TCM_11852	TCE_11097	TBI_05796	TPA_15531
HOG_5178	TPS_07940	TCM_01537	TCE_04535	TBI_05980	TPA_07243
HOG_21488	TPS_05707	TCM_03398	TCE_07016	TBI_08066	TPA_02177
HOG_20172	TPS_15220	TCM_13783	TCE_11900	TBI_06055	TPA_14616
HOG_20171	TPS_11428	TCM_11297	TCE_11517	TBI_13092	TPA_07952
HOG_3416	TPS_04160	TCM_07290	TCE_05403	TBI_08372	TPA_05414
HOG_21378	TPS_00043	TCM_00169	TCE_00110	TBI_00339	TPA_16158
HOG_21379	TPS_07223	TCM_06301	TCE_06865	TBI_04236	TPA_12342
HOG_137	TPS_07267	TCM_03603	TCE_01455	TBI_10478	TPA_16344
HOG_20774	TPS_08754	TCM_03041	TCE_10178	TBI_05369	TPA_03919
HOG_139	TPS_08911	TCM_09686	TCE_09510	TBI_09743	TPA_12773
HOG_17002	TPS_00760	TCM_05187	TCE_01319	TBI_02426	TPA_02615
HOG_17005	TPS_01454	TCM_04973	TCE_03714	TBI_01521	TPA_02262
HOG_23567	TPS_14604	TCM_04984	TCE_09394	TBI_08927	TPA_04263
HOG_21374	TPS_11751	TCM_10733	TCE_00559	TBI_05328	TPA_07515
HOG_3419	TPS_03553	TCM_03192	TCE_06663	TBI_05155	TPA_08185
HOG_16846	TPS_07887	TCM_05161	TCE_03829	TBI_03648	TPA_04241
HOG_16847	TPS_01229	TCM_11917	TCE_03766	TBI_11889	TPA_05311
HOG_16844	TPS_00088	TCM_00564	TCE_00236	TBI_02461	TPA_00554
HOG_16843	TPS_02808	TCM_02450	TCE_03255	TBI_05501	TPA_00228
HOG_3765	TPS_15230	TCM_14038	TCE_05935	TBI_03694	TPA_03146
HOG_16841	TPS_08329	TCM_08810	TCE_05977	TBI_07971	TPA_10728
HOG_4861	TPS_01393	TCM_03017	TCE_03172	TBI_03681	TPA_02345
HOG_13487	TPS_02530	TCM_01920	TCE_06187	TBI_10018	TPA_16135
HOG_18480	TPS_12057	TCM_06717	TCE_06009	TBI_04627	TPA_14824
HOG_9060	TPS_01945	TCM_02192	TCE_05038	TBI_02375	TPA_01857
HOG_18487	TPS_00041	TCM_00171	TCE_00108	TBI_00337	TPA_11588
HOG_18489	TPS_02837	TCM_01489	TCE_01204	TBI_06409	TPA_05428
HOG_20519	TPS_10613	TCM_08787	TCE_03334	TBI_01543	TPA_01592
HOG_17714	TPS_00890	TCM_03833	TCE_00736	TBI_10369	TPA_11313
HOG_21574	TPS_06739	TCM_07463	TCE_01003	TBI_08607	TPA_01235
HOG_17710	TPS_07272	TCM_05509	TCE_06969	TBI_06415	TPA_03490
HOG_24057	TPS_02318	TCM_06625	TCE_00155	TBI_00612	TPA_10471
HOG_24058	TPS_09397	TCM_07909	TCE_00677	TBI_05192	TPA_13159
HOG_20510	TPS_10315	TCM_11448	TCE_13246	TBI_12662	TPA_14809
HOG_20514	TPS_02656	TCM_05144	TCE_04302	TBI_01710	TPA_06998
HOG_20516	TPS_01458	TCM_08156	TCE_09862	TBI_06940	TPA_02693
HOG_21776	TPS_15335	TCM_01341	TCE_08331	TBI_01066	TPA_16102
HOG_17484	TPS_04091	TCM_05586	TCE_08512	TBI_07376	TPA_04462
HOG_21774	TPS_02160	TCM_01914	TCE_00921	TBI_01264	TPA_02916
HOG_3561	TPS_01802	TCM_01026	TCE_00261	TBI_05036	TPA_07672
HOG_13153	TPS_06125	TCM_04434	TCE_03756	TBI_07814	TPA_06405
HOG_21770	TPS_03847	TCM_02021	TCE_00331	TBI_03754	TPA_07767
HOG_20681	TPS_09042	TCM_06745	TCE_13303	TBI_09913	TPA_14639
HOG_22844	TPS_05958	TCM_09142	TCE_02281	TBI_06387	TPA_12927
HOG_20682	TPS_06709	TCM_07642	TCE_04652	TBI_13557	TPA_15684
HOG_20685	TPS_11060	TCM_08846	TCE_06797	TBI_03299	TPA_02832
HOG_20684	TPS_04517	TCM_03207	TCE_04060	TBI_13762	TPA_09438
HOG_21779	TPS_07726	TCM_06603	TCE_01879	TBI_09226	TPA_08115
HOG_4484	TPS_05158	TCM_01681	TCE_00880	TBI_06357	TPA_01501
HOG_4487	TPS_09601	TCM_10639	TCE_01849	TBI_00960	TPA_01421
HOG_20998	TPS_14045	TCM_09543	TCE_07904	TBI_06109	TPA_10406
HOG_20995	TPS_10546	TCM_06881	TCE_01288	TBI_01177	TPA_03597
HOG_20997	TPS_00537	TCM_00441	TCE_01262	TBI_00893	TPA_02650
HOG_10599	TPS_12764	TCM_10977	TCE_10075	TBI_09819	TPA_09006
HOG_705	TPS_14536	TCM_04431	TCE_00149	TBI_00619	TPA_13745
HOG_18667	TPS_15149	TCM_12617	TCE_02409	TBI_01400	TPA_05350
HOG_701	TPS_01848	TCM_07507	TCE_05212	TBI_00398	TPA_04246
HOG_703	TPS_10717	TCM_12309	TCE_09746	TBI_09394	TPA_04437
HOG_7139	TPS_01721	TCM_01802	TCE_03948	TBI_02941	TPA_03801
HOG_88	TPS_00305	TCM_01610	TCE_00942	TBI_00165	TPA_00082
HOG_20352	TPS_08335	TCM_02406	TCE_09239	TBI_09354	TPA_10450
HOG_20423	TPS_05495	TCM_09818	TCE_10743	TBI_12876	TPA_12168
HOG_17900	TPS_01017	TCM_01736	TCE_01810	TBI_00014	TPA_02563
HOG_9293	TPS_01061	TCM_08458	TCE_03432	TBI_03396	TPA_12388
HOG_17902	TPS_11127	TCM_01048	TCE_09435	TBI_02670	TPA_09749
HOG_87	TPS_15598	TCM_09934	TCE_07286	TBI_14001	TPA_01790
HOG_17907	TPS_09641	TCM_07478	TCE_07327	TBI_09030	TPA_15407
HOG_23288	TPS_07823	TCM_06282	TCE_10657	TBI_09040	TPA_05203
HOG_20890	TPS_07367	TCM_06596	TCE_12290	TBI_06071	TPA_07217
HOG_20196	TPS_00970	TCM_06279	TCE_01996	TBI_02928	TPA_13257
HOG_21873	TPS_00084	TCM_00499	TCE_00278	TBI_00370	TPA_00163
HOG_20193	TPS_04026	TCM_02508	TCE_02453	TBI_09634	TPA_12033
HOG_8805	TPS_01808	TCM_07271	TCE_08187	TBI_07595	TPA_05577
HOG_1658	TPS_05987	TCM_05367	TCE_01733	TBI_08242	TPA_03495
HOG_18246	TPS_02345	TCM_03359	TCE_00037	TBI_00069	TPA_08198
HOG_18244	TPS_14181	TCM_06916	TCE_04909	TBI_07309	TPA_14014
HOG_18245	TPS_06392	TCM_06089	TCE_03356	TBI_02579	TPA_01308
HOG_1650	TPS_08435	TCM_08277	TCE_04947	TBI_08666	TPA_01433
HOG_14928	TPS_08891	TCM_05608	TCE_06915	TBI_10439	TPA_11970
HOG_6587	TPS_11187	TCM_02689	TCE_02631	TBI_01511	TPA_04003
HOG_22341	TPS_09925	TCM_02052	TCE_06712	TBI_11585	TPA_07862
HOG_588	TPS_00355	TCM_01231	TCE_00971	TBI_01623	TPA_01384
HOG_17875	TPS_04078	TCM_08102	TCE_02728	TBI_04789	TPA_02108
HOG_18068	TPS_05387	TCM_08532	TCE_06098	TBI_06506	TPA_16276
HOG_17877	TPS_02987	TCM_05201	TCE_00422	TBI_01602	TPA_00459
HOG_17870	TPS_04746	TCM_02871	TCE_06027	TBI_05028	TPA_13056
HOG_17871	TPS_08715	TCM_05231	TCE_05620	TBI_06328	TPA_11544
HOG_2839	TPS_06768	TCM_05243	TCE_02083	TBI_05889	TPA_16124
HOG_18063	TPS_09599	TCM_11227	TCE_09797	TBI_05427	TPA_11208
HOG_18060	TPS_02192	TCM_09226	TCE_09686	TBI_10384	TPA_05269
HOG_3158	TPS_12606	TCM_11277	TCE_11775	TBI_07884	TPA_06786
HOG_17878	TPS_03459	TCM_09100	TCE_06195	TBI_05082	TPA_10526
HOG_11086	TPS_02998	TCM_05770	TCE_05869	TBI_02218	TPA_07318
HOG_2831	TPS_11087	TCM_08146	TCE_02017	TBI_04254	TPA_14813
HOG_1436	TPS_12395	TCM_06762	TCE_09039	TBI_09789	TPA_14943
HOG_1431	TPS_13280	TCM_14037	TCE_09344	TBI_06752	TPA_11058
HOG_20228	TPS_02885	TCM_07064	TCE_06592	TBI_08003	TPA_01786
HOG_21095	TPS_00594	TCM_02324	TCE_02697	TBI_01567	TPA_02187
HOG_24008	TPS_06009	TCM_01896	TCE_09078	TBI_05048	TPA_16322
HOG_4267	TPS_02151	TCM_03284	TCE_04709	TBI_01483	TPA_01712
HOG_1340	TPS_08545	TCM_04762	TCE_05827	TBI_05823	TPA_02210
HOG_1341	TPS_00148	TCM_01364	TCE_13530	TBI_08148	TPA_15473
HOG_455	TPS_03613	TCM_02867	TCE_10211	TBI_11687	TPA_11914
HOG_457	TPS_03489	TCM_02424	TCE_12646	TBI_03718	TPA_10989
HOG_18114	TPS_08028	TCM_09350	TCE_06048	TBI_04401	TPA_12100
HOG_6929	TPS_06331	TCM_07243	TCE_09108	TBI_06025	TPA_09423
HOG_18113	TPS_06680	TCM_06045	TCE_03531	TBI_09330	TPA_14990
HOG_9877	TPS_06892	TCM_10272	TCE_04044	TBI_10145	TPA_03173
HOG_23080	TPS_06479	TCM_03882	TCE_08801	TBI_03351	TPA_05817
HOG_18118	TPS_01890	TCM_07020	TCE_02270	TBI_06064	TPA_01636
HOG_23085	TPS_00562	TCM_07153	TCE_03373	TBI_02968	TPA_02834
HOG_18501	TPS_02999	TCM_03012	TCE_06045	TBI_05170	TPA_01446
HOG_5548	TPS_10634	TCM_05517	TCE_08361	TBI_02977	TPA_06585
HOG_11153	TPS_01938	TCM_04294	TCE_08032	TBI_02354	TPA_00072
HOG_17351	TPS_02505	TCM_01837	TCE_02882	TBI_04972	TPA_16468
HOG_1502	TPS_03081	TCM_00516	TCE_05954	TBI_00038	TPA_02115
HOG_653	TPS_08218	TCM_08022	TCE_02725	TBI_04792	TPA_10705
HOG_19477	TPS_11621	TCM_04533	TCE_04924	TBI_05700	TPA_15643
HOG_23150	TPS_09727	TCM_10018	TCE_02008	TBI_08975	TPA_05991
HOG_24347	TPS_07479	TCM_09617	TCE_04097	TBI_03564	TPA_03780
HOG_23153	TPS_13811	TCM_04063	TCE_07962	TBI_10091	TPA_07967
HOG_3081	TPS_08678	TCM_09965	TCE_02716	TBI_04377	TPA_01548
HOG_3083	TPS_04144	TCM_05142	TCE_07464	TBI_06375	TPA_01080
HOG_23330	TPS_01299	TCM_04535	TCE_03746	TBI_00221	TPA_09956
HOG_23883	TPS_07222	TCM_11746	TCE_12570	TBI_11020	TPA_07210
HOG_23332	TPS_02172	TCM_02462	TCE_00797	TBI_03074	TPA_06158
